Order_Date,Ship_Date,Region,Category,Products,Sales,Quantity,Revenue,Profit,Products1,total_sales1,Region1,total_profit1,Year,Products_loss,Loss
4/1/2014,4/6/2014,West,Office Supplies,Labels,29.6,2,59.2,14.8,,,,,,,
4/1/2014,4/6/2014,West,Office Supplies,Binders,17.088,4,68.352,5.5536,,,,,,,
4/1/2014,4/6/2014,East,Office Supplies,Storage,66.96,4,267.84,2.6784,,,,,,,
4/1/2014,4/6/2014,East,Office Supplies,Binders,6.24,2,12.48,3.0576,,,,,,,
4/2/2014,4/6/2014,Central,Office Supplies,Paper,26.72,5,133.6,9.352,,,,,,,
4/2/2014,4/6/2014,Central,Office Supplies,Paper,33.488,7,234.416,10.465,,,,,,,
4/2/2014,4/8/2014,South,Office Supplies,Paper,15.84,3,47.52,7.128,,,,,,,
4/2/2014,4/8/2014,South,Technology,Phones,1049.93,7,7349.51,293.9804,,,,,,,
4/2/2014,4/8/2014,South,Office Supplies,Appliances,154.9,5,774.5,40.274,,,,,,,
4/2/2014,4/8/2014,South,Furniture,Furnishings,177.68,2,355.36,46.1968,,,,,,,
4/3/2014,4/8/2014,West,Office Supplies,Envelopes,11.16,2,22.32,5.58,,,,,,,
4/3/2014,4/8/2014,West,Technology,Accessories,62.31,3,186.93,22.4316,,,,,,,
4/3/2014,4/8/2014,West,Technology,Accessories,159.98,2,319.96,57.5928,,,,,,,
4/4/2014,4/5/2014,West,Office Supplies,Binders,7.184,2,14.368,2.245,,,,,,,
4/4/2014,4/8/2014,South,Office Supplies,Storage,232.55,5,1162.75,9.302,,,,,,,
4/4/2014,4/8/2014,South,Technology,Accessories,99.98,2,199.96,42.9914,,,,,,,
4/4/2014,4/8/2014,South,Office Supplies,Paper,19.44,3,58.32,9.3312,,,,,,,
4/4/2014,4/8/2014,South,Office Supplies,Paper,12.96,2,25.92,6.3504,,,,,,,
4/4/2014,4/9/2014,West,Office Supplies,Labels,18.9,6,113.4,9.072,,,,,,,
4/4/2014,4/9/2014,Central,Furniture,Furnishings,5.47,1,5.47,2.3521,,,,,,,
4/4/2014,4/9/2014,Central,Office Supplies,Art,79.36,4,317.44,23.808,,,,,,,
4/5/2014,4/7/2014,East,Office Supplies,Paper,55.48,1,55.48,26.6304,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Storage,49.632,4,198.528,3.7224,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Storage,52.096,4,208.384,3.9072,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Art,26.7,2,53.4,7.476,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Binders,40.2,5,201,18.09,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Art,13.89,3,41.67,4.5837,,,,,,,
4/5/2014,4/7/2014,Central,Office Supplies,Storage,689.82,6,4138.92,20.6946,,,,,,,
4/5/2014,4/9/2014,South,Office Supplies,Art,22.96,7,160.72,7.5768,,,,,,,
4/5/2014,4/9/2014,South,Technology,Phones,28.99,1,28.99,8.4071,,,,,,,
4/5/2014,4/9/2014,South,Office Supplies,Paper,12.96,2,25.92,6.3504,,,,,,,
4/5/2014,4/9/2014,South,Office Supplies,Art,22.96,7,160.72,6.6584,,,,,,,
4/5/2014,4/9/2014,South,Office Supplies,Supplies,4164.05,5,20820.25,83.281,,,,,,,
4/5/2014,4/9/2014,South,Office Supplies,Binders,115.36,7,807.52,56.5264,,,,,,,
4/6/2014,4/8/2014,East,Office Supplies,Supplies,10.304,1,10.304,-2.1896,,,,,,,
4/6/2014,4/8/2014,East,Furniture,Tables,154.764,3,464.292,-36.1116,,,,,,,
4/6/2014,4/8/2014,East,Technology,Accessories,116.784,2,233.568,21.897,,,,,,,
4/6/2014,4/10/2014,East,Office Supplies,Binders,44.91,6,269.46,-35.928,,,,,,,
4/6/2014,4/10/2014,West,Office Supplies,Art,70.95,3,212.85,18.447,,,,,,,
4/6/2014,4/10/2014,West,Office Supplies,Binders,65.568,2,131.136,23.7684,,,,,,,
4/6/2014,4/10/2014,West,Technology,Accessories,299.97,3,899.91,131.9868,,,,,,,
4/6/2014,4/12/2014,West,Furniture,Tables,653.55,3,1960.65,111.1035,,,,,,,
4/6/2014,4/12/2014,West,Technology,Accessories,33.9,2,67.8,2.034,,,,,,,
4/6/2014,4/12/2014,West,Furniture,Furnishings,91.96,2,183.92,15.6332,,,,,,,
4/6/2014,4/12/2014,West,Furniture,Furnishings,33.11,7,231.77,12.9129,,,,,,,
4/6/2014,4/12/2014,West,Office Supplies,Paper,19.44,3,58.32,9.3312,,,,,,,
4/6/2014,4/12/2014,West,Office Supplies,Paper,55.48,1,55.48,26.6304,,,,,,,
4/7/2014,4/7/2014,South,Office Supplies,Paper,58.32,9,524.88,27.9936,,,,,,,
4/7/2014,4/7/2014,South,Technology,Phones,200.97,3,602.91,50.2425,,,,,,,
4/7/2014,4/10/2014,South,Furniture,Furnishings,8.96,2,17.92,2.7776,,,,,,,
4/7/2014,4/12/2014,South,Technology,Phones,629.95,5,3149.75,163.787,,,,,,,
4/7/2014,4/12/2014,South,Office Supplies,Paper,122.97,3,368.91,60.2553,,,,,,,
4/8/2014,4/12/2014,South,Furniture,Tables,1215.92,8,9727.36,316.1392,,,,,,,
4/8/2014,4/12/2014,West,Furniture,Tables,99.592,1,99.592,2.4898,,,,,,,
4/8/2014,4/12/2014,West,Technology,Accessories,399.96,4,1599.84,139.986,,,,,,,
4/8/2014,4/12/2014,East,Furniture,Tables,172.11,1,172.11,-94.6605,,,,,,,
4/8/2014,4/13/2014,West,Office Supplies,Fasteners,49.792,8,398.336,-11.8256,,,,,,,
4/8/2014,4/15/2014,West,Office Supplies,Fasteners,2.368,2,4.736,0.8288,,,,,,,
4/8/2014,4/15/2014,West,Office Supplies,Paper,19.008,3,57.024,6.8904,,,,,,,
4/11/2014,4/13/2014,South,Office Supplies,Fasteners,6.912,3,20.736,2.3328,,,,,,,
4/11/2014,4/13/2014,South,Technology,Accessories,383.976,3,1151.928,81.5949,,,,,,,
4/11/2014,4/13/2014,South,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
4/11/2014,4/13/2014,South,Technology,Accessories,335.944,7,2351.608,41.993,,,,,,,
4/11/2014,4/16/2014,West,Office Supplies,Binders,9.584,1,9.584,3.3544,,,,,,,
4/11/2014,4/16/2014,Central,Technology,Phones,758.352,6,4550.112,265.4232,,,,,,,
4/11/2014,4/18/2014,West,Office Supplies,Storage,87.08,7,609.56,24.3824,,,,,,,
4/11/2014,4/18/2014,West,Technology,Phones,105.584,2,211.168,9.2386,,,,,,,
4/11/2014,4/18/2014,West,Technology,Accessories,217.44,6,1304.64,91.3248,,,,,,,
4/12/2014,4/17/2014,West,Technology,Phones,1075.088,14,15051.232,94.0702,,,,,,,
4/12/2014,4/17/2014,West,Technology,Phones,438.368,4,1753.472,38.3572,,,,,,,
4/12/2014,4/17/2014,West,Office Supplies,Binders,18.088,7,126.616,6.5569,,,,,,,
4/12/2014,4/17/2014,West,Furniture,Bookcases,308.499,3,925.497,-18.147,,,,,,,
4/12/2014,4/17/2014,Central,Office Supplies,Paper,32.4,5,162,15.552,,,,,,,
4/12/2014,4/18/2014,West,Office Supplies,Art,39.68,2,79.36,16.2688,,,,,,,
4/13/2014,4/17/2014,East,Office Supplies,Art,17.856,4,71.424,1.116,,,,,,,
4/13/2014,4/17/2014,East,Office Supplies,Binders,509.97,10,5099.7,-407.976,,,,,,,
4/13/2014,4/17/2014,East,Office Supplies,Fasteners,30.992,13,402.896,10.0724,,,,,,,
4/13/2014,4/17/2014,East,Technology,Phones,71.928,12,863.136,8.3916,,,,,,,
4/13/2014,4/18/2014,East,Office Supplies,Labels,7.83,3,23.49,3.6018,,,,,,,
4/15/2014,4/15/2014,West,Office Supplies,Appliances,106.96,2,213.92,31.0184,,,,,,,
4/15/2014,4/15/2014,West,Furniture,Furnishings,187.76,4,751.04,76.9816,,,,,,,
4/16/2014,4/20/2014,South,Office Supplies,Art,39.072,6,234.432,9.768,,,,,,,
4/18/2014,4/22/2014,Central,Office Supplies,Art,2.688,2,5.376,1.008,,,,,,,
4/18/2014,4/22/2014,Central,Furniture,Chairs,317.058,3,951.174,-18.1176,,,,,,,
4/18/2014,4/22/2014,Central,Office Supplies,Envelopes,149.352,3,448.056,50.4063,,,,,,,
4/18/2014,4/22/2014,Central,Technology,Accessories,227.976,3,683.928,28.497,,,,,,,
4/18/2014,4/23/2014,West,Technology,Machines,287.968,4,1151.872,97.1892,,,,,,,
4/18/2014,4/23/2014,West,Office Supplies,Art,13.12,4,52.48,3.8048,,,,,,,
4/18/2014,4/23/2014,West,Office Supplies,Art,10.75,5,53.75,3.5475,,,,,,,
4/18/2014,4/23/2014,West,Office Supplies,Fasteners,11.62,2,23.24,3.6022,,,,,,,
4/19/2014,4/21/2014,West,Furniture,Furnishings,76.14,3,228.42,26.649,,,,,,,
4/19/2014,4/23/2014,South,Office Supplies,Binders,58.05,3,174.15,26.703,,,,,,,
4/19/2014,4/23/2014,South,Office Supplies,Paper,71.28,11,784.08,34.2144,,,,,,,
4/20/2014,4/22/2014,Central,Furniture,Tables,744.1,5,3720.5,-95.67,,,,,,,
4/20/2014,4/22/2014,Central,Office Supplies,Storage,44.84,5,224.2,5.605,,,,,,,
4/20/2014,4/22/2014,Central,Furniture,Tables,401.59,2,803.18,-131.951,,,,,,,
4/20/2014,4/25/2014,West,Furniture,Furnishings,59.92,4,239.68,27.5632,,,,,,,
4/21/2014,4/25/2014,West,Office Supplies,Binders,16.52,5,82.6,5.5755,,,,,,,
4/21/2014,4/26/2014,South,Office Supplies,Storage,828.84,6,4973.04,0,,,,,,,
4/22/2014,4/24/2014,East,Office Supplies,Envelopes,247.84,8,1982.72,121.4416,,,,,,,
4/22/2014,4/24/2014,East,Office Supplies,Binders,9.912,3,29.736,3.3453,,,,,,,
4/23/2014,4/24/2014,East,Office Supplies,Binders,2.502,3,7.506,-1.7514,,,,,,,
4/23/2014,4/26/2014,West,Office Supplies,Paper,48.91,1,48.91,22.9877,,,,,,,
4/23/2014,4/27/2014,East,Furniture,Chairs,281.372,2,562.744,-12.0588,,,,,,,
4/23/2014,4/27/2014,East,Office Supplies,Binders,7.488,8,59.904,-5.2416,,,,,,,
4/23/2014,4/27/2014,East,Furniture,Furnishings,22.336,4,89.344,7.8176,,,,,,,
4/25/2014,4/29/2014,Central,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
4/25/2014,4/29/2014,Central,Office Supplies,Art,6.24,3,18.72,0.546,,,,,,,
4/25/2014,4/29/2014,South,Technology,Phones,302.376,3,907.128,37.797,,,,,,,
4/25/2014,4/30/2014,West,Furniture,Furnishings,303.25,5,1516.25,63.6825,,,,,,,
4/25/2014,4/30/2014,West,Office Supplies,Appliances,270.72,3,812.16,78.5088,,,,,,,
4/25/2014,4/30/2014,West,Furniture,Chairs,1487.04,5,7435.2,148.704,,,,,,,
4/26/2014,4/30/2014,West,Office Supplies,Art,21.4,5,107,6.206,,,,,,,
4/26/2014,4/30/2014,West,Office Supplies,Labels,12.6,2,25.2,5.796,,,,,,,
4/26/2014,5/3/2014,West,Furniture,Chairs,230.28,3,690.84,23.028,,,,,,,
4/26/2014,5/3/2014,West,Office Supplies,Binders,18.288,6,109.728,5.715,,,,,,,
4/28/2014,4/30/2014,West,Technology,Phones,1679.96,5,8399.8,125.997,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Binders,20.86,2,41.72,9.387,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Storage,497.61,9,4478.49,129.3786,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Art,5.34,2,10.68,1.4952,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Labels,3.15,1,3.15,1.512,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Labels,6.912,3,20.736,2.5056,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Storage,27.096,3,81.288,2.0322,,,,,,,
4/28/2014,5/3/2014,East,Office Supplies,Storage,177.568,2,355.136,-37.7332,,,,,,,
4/28/2014,5/3/2014,East,Technology,Accessories,159.98,2,319.96,57.5928,,,,,,,
4/29/2014,5/1/2014,South,Furniture,Chairs,51.96,2,103.92,12.99,,,,,,,
4/29/2014,5/1/2014,South,Office Supplies,Binders,17.94,3,53.82,8.6112,,,,,,,
4/29/2014,5/3/2014,South,Furniture,Chairs,561.584,2,1123.168,70.198,,,,,,,
4/29/2014,5/3/2014,South,Office Supplies,Storage,99.92,5,499.6,-1.249,,,,,,,
4/29/2014,5/4/2014,East,Furniture,Furnishings,17.46,2,34.92,5.9364,,,,,,,
4/29/2014,5/4/2014,East,Technology,Phones,19.98,2,39.96,5.1948,,,,,,,
4/30/2014,5/2/2014,South,Technology,Accessories,47.79,3,143.37,16.2486,,,,,,,
4/30/2014,5/2/2014,South,Office Supplies,Art,174.95,5,874.75,45.487,,,,,,,
4/30/2014,5/2/2014,South,Office Supplies,Storage,826,5,4130,214.76,,,,,,,
5/2/2014,5/2/2014,East,Office Supplies,Appliances,26.136,3,78.408,1.9602,,,,,,,
5/2/2014,5/4/2014,South,Technology,Copiers,479.984,2,959.968,89.997,,,,,,,
5/3/2014,5/5/2014,Central,Office Supplies,Labels,21.56,7,150.92,10.3488,,,,,,,
5/3/2014,5/10/2014,East,Office Supplies,Binders,40.176,3,120.528,14.5638,,,,,,,
5/3/2014,5/10/2014,East,Office Supplies,Binders,10.896,3,32.688,3.9498,,,,,,,
5/4/2014,5/4/2014,East,Furniture,Furnishings,27.46,2,54.92,9.8856,,,,,,,
5/4/2014,5/5/2014,Central,Office Supplies,Art,37.84,2,75.68,2.838,,,,,,,
5/4/2014,5/5/2014,Central,Office Supplies,Fasteners,5.472,6,32.832,1.8468,,,,,,,
5/4/2014,5/7/2014,West,Furniture,Furnishings,12.18,7,85.26,3.8976,,,,,,,
5/4/2014,5/7/2014,West,Office Supplies,Appliances,57.68,4,230.72,19.0344,,,,,,,
5/4/2014,5/8/2014,Central,Office Supplies,Binders,46.8,4,187.2,21.06,,,,,,,
5/5/2014,5/7/2014,South,Office Supplies,Binders,11.88,2,23.76,5.346,,,,,,,
5/5/2014,5/7/2014,South,Office Supplies,Paper,35.44,1,35.44,16.6568,,,,,,,
5/5/2014,5/8/2014,Central,Furniture,Chairs,127.869,3,383.607,-9.1335,,,,,,,
5/5/2014,5/9/2014,South,Office Supplies,Paper,9.42,3,28.26,4.239,,,,,,,
5/5/2014,5/9/2014,South,Office Supplies,Art,6.56,2,13.12,1.9024,,,,,,,
5/5/2014,5/9/2014,South,Office Supplies,Paper,24.56,2,49.12,11.5432,,,,,,,
5/5/2014,5/10/2014,Central,Office Supplies,Storage,45.248,2,90.496,3.9592,,,,,,,
5/6/2014,5/10/2014,West,Office Supplies,Binders,140.736,8,1125.888,52.776,,,,,,,
5/6/2014,5/11/2014,West,Office Supplies,Labels,5.78,2,11.56,2.7166,,,,,,,
5/6/2014,5/11/2014,West,Office Supplies,Art,107.94,6,647.64,30.2232,,,,,,,
5/7/2014,5/12/2014,East,Office Supplies,Binders,16.14,3,48.42,7.9086,,,,,,,
5/7/2014,5/12/2014,East,Furniture,Tables,194.25,2,388.5,-38.85,,,,,,,
5/7/2014,5/12/2014,East,Office Supplies,Art,8.64,3,25.92,2.5056,,,,,,,
5/7/2014,5/12/2014,East,Furniture,Chairs,872.32,4,3489.28,244.2496,,,,,,,
5/8/2014,5/10/2014,East,Technology,Copiers,1799.97,5,8999.85,239.996,,,,,,,
5/9/2014,5/9/2014,South,Office Supplies,Storage,83.25,3,249.75,14.985,,,,,,,
5/9/2014,5/9/2014,South,Office Supplies,Labels,9.45,3,28.35,4.536,,,,,,,
5/9/2014,5/9/2014,South,Office Supplies,Labels,20.65,5,103.25,9.499,,,,,,,
5/9/2014,5/9/2014,South,Office Supplies,Paper,45.36,7,317.52,21.7728,,,,,,,
5/9/2014,5/15/2014,West,Technology,Accessories,67.8,4,271.2,4.068,,,,,,,
5/9/2014,5/15/2014,West,Technology,Accessories,167.97,3,503.91,40.3128,,,,,,,
5/10/2014,5/14/2014,East,Furniture,Bookcases,349.965,7,2449.755,-216.9783,,,,,,,
5/10/2014,5/14/2014,East,Office Supplies,Art,22.32,5,111.6,5.301,,,,,,,
5/10/2014,5/15/2014,West,Office Supplies,Envelopes,158.13,3,474.39,77.4837,,,,,,,
5/10/2014,5/15/2014,West,Technology,Phones,43.6,5,218,4.36,,,,,,,
5/10/2014,5/15/2014,West,Office Supplies,Paper,39.96,2,79.92,19.1808,,,,,,,
5/10/2014,5/15/2014,West,Technology,Phones,1432,5,7160,125.3,,,,,,,
5/10/2014,5/15/2014,West,Office Supplies,Supplies,41.04,6,246.24,11.0808,,,,,,,
5/10/2014,5/15/2014,West,Furniture,Chairs,256.784,1,256.784,32.098,,,,,,,
5/11/2014,5/15/2014,Central,Office Supplies,Paper,17.472,3,52.416,5.6784,,,,,,,
5/11/2014,5/15/2014,Central,Office Supplies,Binders,104.58,9,941.22,-172.557,,,,,,,
5/11/2014,5/16/2014,Central,Technology,Accessories,58.112,2,116.224,7.264,,,,,,,
5/11/2014,5/16/2014,Central,Technology,Phones,100.792,1,100.792,6.2995,,,,,,,
5/11/2014,5/16/2014,Central,Furniture,Furnishings,66.112,4,264.448,-84.2928,,,,,,,
5/11/2014,5/16/2014,Central,Furniture,Chairs,1212.96,8,9703.68,-69.312,,,,,,,
5/11/2014,5/17/2014,Central,Technology,Accessories,46.864,2,93.728,7.6154,,,,,,,
5/11/2014,5/18/2014,East,Office Supplies,Appliances,35.91,3,107.73,9.6957,,,,,,,
5/12/2014,5/15/2014,Central,Furniture,Furnishings,34.79,7,243.53,10.7849,,,,,,,
5/12/2014,5/17/2014,East,Furniture,Tables,700.056,3,2100.168,-130.0104,,,,,,,
5/13/2014,5/15/2014,West,Office Supplies,Storage,55.5,2,111,9.99,,,,,,,
5/13/2014,5/15/2014,South,Office Supplies,Fasteners,7.104,2,14.208,2.3976,,,,,,,
5/13/2014,5/15/2014,South,Office Supplies,Binders,398.352,8,3186.816,-331.96,,,,,,,
5/13/2014,5/17/2014,West,Technology,Accessories,149.97,3,449.91,52.4895,,,,,,,
5/13/2014,5/19/2014,West,Furniture,Chairs,279.456,6,1676.736,20.9592,,,,,,,
5/13/2014,5/19/2014,West,Office Supplies,Paper,8,2,16,3.84,,,,,,,
5/14/2014,5/20/2014,South,Furniture,Furnishings,310.88,2,621.76,23.316,,,,,,,
5/16/2014,5/20/2014,West,Technology,Accessories,56.4,3,169.2,3.384,,,,,,,
5/16/2014,5/23/2014,West,Furniture,Chairs,232.88,5,1164.4,17.466,,,,,,,
5/17/2014,5/21/2014,Central,Office Supplies,Binders,91.68,3,275.04,45.84,,,,,,,
5/18/2014,5/20/2014,East,Furniture,Furnishings,149.232,3,447.696,3.7308,,,,,,,
5/18/2014,5/20/2014,East,Office Supplies,Paper,15.936,4,63.744,5.7768,,,,,,,
5/18/2014,5/22/2014,Central,Office Supplies,Paper,3.984,1,3.984,1.4442,,,,,,,
5/18/2014,5/24/2014,East,Technology,Phones,779.796,2,1559.592,-168.9558,,,,,,,
5/19/2014,5/22/2014,South,Office Supplies,Supplies,34.2,5,171,9.234,,,,,,,
5/19/2014,5/23/2014,Central,Office Supplies,Binders,57.42,9,516.78,26.4132,,,,,,,
5/20/2014,5/22/2014,East,Office Supplies,Appliances,33.28,4,133.12,9.3184,,,,,,,
5/20/2014,5/22/2014,East,Office Supplies,Art,38.52,9,346.68,11.9412,,,,,,,
5/20/2014,5/22/2014,East,Furniture,Furnishings,139.86,7,979.02,60.1398,,,,,,,
5/20/2014,5/22/2014,Central,Furniture,Furnishings,10.332,3,30.996,-5.9409,,,,,,,
5/20/2014,5/22/2014,Central,Office Supplies,Paper,10.368,2,20.736,3.6288,,,,,,,
5/20/2014,5/22/2014,Central,Technology,Accessories,20.784,2,41.568,-3.6372,,,,,,,
5/20/2014,5/22/2014,Central,Office Supplies,Storage,66.96,5,334.8,-13.392,,,,,,,
5/21/2014,5/23/2014,Central,Office Supplies,Envelopes,56.064,6,336.384,21.024,,,,,,,
5/21/2014,5/23/2014,Central,Furniture,Chairs,107.772,2,215.544,-29.2524,,,,,,,
5/21/2014,5/23/2014,Central,Office Supplies,Paper,4.832,1,4.832,1.6308,,,,,,,
5/21/2014,5/23/2014,Central,Office Supplies,Binders,18.24,3,54.72,-31.008,,,,,,,
5/21/2014,5/25/2014,South,Office Supplies,Binders,2715.93,7,19011.51,1276.4871,,,,,,,
5/21/2014,5/25/2014,South,Technology,Phones,617.97,3,1853.91,173.0316,,,,,,,
5/21/2014,5/25/2014,West,Office Supplies,Art,31.84,8,254.72,10.5072,,,,,,,
5/21/2014,5/26/2014,East,Office Supplies,Binders,447.86,7,3135.02,219.4514,,,,,,,
5/21/2014,5/26/2014,East,Office Supplies,Paper,17.94,3,53.82,8.7906,,,,,,,
5/21/2014,5/26/2014,East,Office Supplies,Appliances,245.88,6,1475.28,68.8464,,,,,,,
5/22/2014,5/29/2014,South,Technology,Phones,135.98,2,271.96,33.995,,,,,,,
5/22/2014,5/29/2014,South,Technology,Phones,44.95,1,44.95,12.586,,,,,,,
5/23/2014,5/27/2014,East,Office Supplies,Binders,3.282,2,6.564,-2.6256,,,,,,,
5/23/2014,5/27/2014,East,Office Supplies,Art,21.168,9,190.512,2.3814,,,,,,,
5/23/2014,5/27/2014,East,Technology,Phones,55.188,2,110.376,-10.1178,,,,,,,
5/23/2014,5/27/2014,West,Office Supplies,Paper,12.96,2,25.92,6.2208,,,,,,,
5/23/2014,5/27/2014,East,Office Supplies,Binders,17.96,5,89.8,5.837,,,,,,,
5/23/2014,5/27/2014,East,Office Supplies,Supplies,5.04,2,10.08,0.1512,,,,,,,
5/23/2014,5/27/2014,East,Office Supplies,Appliances,208.16,1,208.16,56.2032,,,,,,,
5/24/2014,5/30/2014,East,Office Supplies,Paper,116.28,3,348.84,56.9772,,,,,,,
5/25/2014,5/29/2014,Central,Office Supplies,Appliances,75.6,2,151.2,-166.32,,,,,,,
5/25/2014,5/29/2014,Central,Furniture,Furnishings,29.32,2,58.64,-24.189,,,,,,,
5/25/2014,5/29/2014,East,Office Supplies,Paper,14.62,2,29.24,6.7252,,,,,,,
5/26/2014,5/29/2014,West,Office Supplies,Paper,48.4,5,242,23.232,,,,,,,
5/26/2014,5/30/2014,West,Furniture,Bookcases,290.666,2,581.332,27.3568,,,,,,,
5/26/2014,5/30/2014,West,Technology,Phones,201.584,2,403.168,20.1584,,,,,,,
5/26/2014,5/30/2014,West,Technology,Phones,83.984,2,167.968,31.494,,,,,,,
5/26/2014,5/30/2014,West,Furniture,Chairs,225.296,2,450.592,22.5296,,,,,,,
5/26/2014,5/31/2014,Central,Office Supplies,Storage,102.624,3,307.872,7.6968,,,,,,,
5/26/2014,5/31/2014,Central,Furniture,Chairs,359.772,2,719.544,-5.1396,,,,,,,
5/26/2014,5/31/2014,Central,Office Supplies,Art,13.392,3,40.176,3.1806,,,,,,,
5/27/2014,5/27/2014,West,Furniture,Tables,567.12,10,5671.2,-28.356,,,,,,,
5/27/2014,5/27/2014,West,Office Supplies,Storage,359.32,4,1437.28,7.1864,,,,,,,
5/27/2014,5/30/2014,Central,Office Supplies,Binders,17.46,6,104.76,-30.555,,,,,,,
5/27/2014,6/1/2014,West,Technology,Phones,1113.504,12,13362.048,125.2692,,,,,,,
5/27/2014,6/1/2014,West,Technology,Accessories,99.99,1,99.99,37.9962,,,,,,,
5/28/2014,6/1/2014,West,Office Supplies,Binders,136.96,4,547.84,51.36,,,,,,,
5/28/2014,6/2/2014,West,Technology,Phones,57.408,6,344.448,5.7408,,,,,,,
5/28/2014,6/2/2014,West,Technology,Accessories,27.6,4,110.4,2.208,,,,,,,
5/30/2014,6/1/2014,East,Office Supplies,Binders,25.584,2,51.168,8.9544,,,,,,,
5/30/2014,6/1/2014,East,Technology,Phones,464,5,2320,134.56,,,,,,,
5/30/2014,6/1/2014,East,Office Supplies,Appliances,235.95,3,707.85,77.8635,,,,,,,
5/30/2014,6/1/2014,East,Office Supplies,Paper,39.96,4,159.84,17.982,,,,,,,
5/30/2014,6/3/2014,Central,Technology,Copiers,719.976,3,2159.928,134.9955,,,,,,,
5/30/2014,6/5/2014,South,Office Supplies,Paper,13.62,3,40.86,6.129,,,,,,,
5/30/2014,6/5/2014,Central,Furniture,Tables,355.455,3,1066.365,-184.8366,,,,,,,
5/30/2014,6/6/2014,East,Office Supplies,Binders,70.368,4,281.472,26.388,,,,,,,
5/31/2014,6/5/2014,South,Technology,Phones,659.97,3,1979.91,197.991,,,,,,,
5/31/2014,6/5/2014,South,Technology,Phones,113.73,3,341.19,32.9817,,,,,,,
6/1/2014,6/6/2014,Central,Furniture,Chairs,2001.86,7,14013.02,580.5394,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Storage,166.72,2,333.44,41.68,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Paper,47.88,6,287.28,23.94,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Appliances,1503.25,5,7516.25,496.0725,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Paper,25.92,4,103.68,12.4416,,,,,,,
6/1/2014,6/6/2014,East,Office Supplies,Binders,45.48,3,136.44,20.9208,,,,,,,
6/1/2014,6/6/2014,East,Office Supplies,Art,289.2,6,1735.2,83.868,,,,,,,
6/1/2014,6/6/2014,South,Furniture,Furnishings,22.2,6,133.2,9.102,,,,,,,
6/1/2014,6/6/2014,South,Technology,Phones,881.93,7,6173.51,229.3018,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Binders,138.56,4,554.24,66.5088,,,,,,,
6/1/2014,6/6/2014,Central,Office Supplies,Appliances,65.52,5,327.6,12.376,,,,,,,
6/2/2014,6/6/2014,South,Office Supplies,Art,8.56,2,17.12,2.6536,,,,,,,
6/2/2014,6/6/2014,South,Technology,Phones,239.97,3,719.91,67.1916,,,,,,,
6/2/2014,6/6/2014,South,Office Supplies,Storage,356.94,2,713.88,107.082,,,,,,,
6/2/2014,6/7/2014,West,Office Supplies,Binders,59.808,3,179.424,19.4376,,,,,,,
6/2/2014,6/7/2014,West,Furniture,Furnishings,73.32,6,439.92,21.996,,,,,,,
6/3/2014,6/6/2014,Central,Office Supplies,Labels,15.936,4,63.744,5.1792,,,,,,,
6/3/2014,6/6/2014,Central,Furniture,Furnishings,61.544,7,430.808,-40.0036,,,,,,,
6/3/2014,6/6/2014,Central,Office Supplies,Storage,132.696,3,398.088,9.9522,,,,,,,
6/3/2014,6/7/2014,West,Furniture,Tables,515.88,6,3095.28,113.4936,,,,,,,
6/3/2014,6/7/2014,Central,Office Supplies,Envelopes,15.28,2,30.56,7.4872,,,,,,,
6/4/2014,6/9/2014,East,Office Supplies,Paper,16.224,2,32.448,5.8812,,,,,,,
6/4/2014,6/9/2014,East,Furniture,Furnishings,56.96,2,113.92,21.0752,,,,,,,
6/4/2014,6/9/2014,East,Office Supplies,Appliances,15.56,4,62.24,4.0456,,,,,,,
6/4/2014,6/9/2014,East,Furniture,Bookcases,353.568,2,707.136,-44.196,,,,,,,
6/4/2014,6/9/2014,East,Furniture,Furnishings,13.96,2,27.92,6.7008,,,,,,,
6/6/2014,6/9/2014,East,Office Supplies,Art,13.36,2,26.72,4.9432,,,,,,,
6/6/2014,6/10/2014,Central,Office Supplies,Labels,100.24,10,1002.4,33.831,,,,,,,
6/6/2014,6/11/2014,East,Office Supplies,Binders,149.544,9,1345.896,50.4711,,,,,,,
6/6/2014,6/11/2014,East,Office Supplies,Supplies,17.14,2,34.28,4.4564,,,,,,,
